FeretDiameter,,,,
85.9069263797,,,,
34.9284983931,,,,
96.3327566303,,,,
86.8331733844,,,,
51.1957029447,,,,
95.2732911156,,,,
70.2353187506,,,,
69.6419413859,,,,
94.3398113206,,,,
49.4974746831,,,,
91.4439719172,,,,
35.7351367704,,,,
94.5938687231,,,,
82.8009661779,,,,
84.5990543682,,,,
92.0217365626,,,,
77.2010362625,,,,
149.646249535,,,,
85.4751425854,,,,
103.17460928,,,,
72.4016574396,,,,
109.931797038,,,,
30.8706980809,,,,
41.5932686862,,,,
85.32877592,,,,
85.094065598,,,,
83.5224520713,,,,
44.0454310911,,,,
95.2680429105,,,,
61.7170964968,,,,
71.0211236183,,,,
31.9530906173,,,,
86.4927742647,,,,
99.357938787,,,,
150.880747612,,,,
76.6550715869,,,,
38.8329756779,,,,
98.005101908,,,,
30.61045573,,,,
45.607017004,,,,
92.3471710449,,,,
34.7131099154,,,,
82.7345151675,,,,
81.4125297482,,,,
91.7605579756,,,,
80.3056660517,,,,
49.3963561409,,,,
31.7804971641,,,,
41.8807831827,,,,
81.9878039711,,,,
48.2597140481,,,,
89.554452709,,,,
55.7135531087,,,,
39.8246155035,,,,
44.72135955,,,,
68.6221538572,,,,
80.6535802057,,,,
85,,,,
97.3498844375,,,,
32.5729949498,,,,
86.9770084563,,,,
91.065910197,,,,
91.7060521449,,,,
79.0569415042,,,,
84.5813218152,,,,
100.244700608,,,,
93.3434518325,,,,
49.4974746831,,,,
83.4086326467,,,,
75.9275970909,,,,
94.8946784599,,,,
77.9358710736,,,,
50.2493781056,,,,
94.6414285606,,,,
84.5044377533,,,,
89.4930164873,,,,
90.3382532486,,,,
124.326183887,,,,
91.3892772704,,,,
103.788245963,,,,
89.1571646027,,,,
103.740059765,,,,
75.6901578807,,,,
84.1189633793,,,,
80.1124210095,,,,
81.9878039711,,,,
33.8378486314,,,,
59.2030404625,,,,
78.4474346298,,,,
34.5253530033,,,,
76.9675256196,,,,
96.5194280961,,,,
52.4309069157,,,,
106.042444332,,,,
114.38968485,,,,
86.8331733844,,,,
68.7677249878,,,,
86.9770084563,,,,
94.7628619239,,,,
82.0060973343,,,,
93.2308961665,,,,
33.4215499341,,,,
52.3450093132,,,,
104.709120902,,,,
83.9523674473,,,,
56.0802995712,,,,
72.2772439984,,,,
73.8241153012,,,,
62.8012738724,,,,
76.1577310586,,,,
78.4474346298,,,,
88.2326470191,,,,
38.0788655293,,,,
93.4344690144,,,,
73.0068489938,,,,
69.8140387028,,,,
93.2308961665,,,,
80.062475605,,,,
94.847245611,,,,
80.777472107,,,,
89.3588272081,,,,
76.9220384545,,,,
72.4499827467,,,,
90.1997782702,,,,
90.1387818866,,,,
42.7551166529,,,,
84.7702778101,,,,
96.7987603226,,,,
45.1884941108,,,,
36.1247837364,,,,
105.678758509,,,,
45.6946386352,,,,
44.3846820423,,,,
82.2982381342,,,,
35.3836120259,,,,
97.8365984691,,,,
45.0444225182,,,,
42.8018691181,,,,
50.1597448159,,,,
37.8549864615,,,,
91.2414379545,,,,
93.6215787092,,,,
79.0759128939,,,,
101.607086367,,,,
89.554452709,,,,
94.936821097,,,,
72.9177618965,,,,
95.5196314901,,,,
70.5761999544,,,,
83.934498271,,,,
37.2021504755,,,,
84.5990543682,,,,
81.7067928633,,,,
47.0744091838,,,,
98.4733466477,,,,
116.017240098,,,,
47.5184174821,,,,
80.399004969,,,,
77.4661216275,,,,
59.3632883186,,,,
86.8331733844,,,,
77.3369252039,,,,
82.2800097229,,,,
95.7757798193,,,,
87.2983390449,,,,
37.1079506306,,,,
47.7074417675,,,,
96.2600644089,,,,
43.8634243989,,,,
86.3481325797,,,,
83.6002392341,,,,
39.0512483795,,,,
67.9779375974,,,,
78.7718223732,,,,
77.6466354712,,,,
87.9317917479,,,,
47.0106370942,,,,
82.0731381147,,,,
85.912746435,,,,
98.0815986819,,,,
55.7135531087,,,,
78.7718223732,,,,
131.061054475,,,,
51.3127664427,,,,
71.3442359269,,,,
44.9444101085,,,,
103.406963015,,,,
74.5184540902,,,,
37.1214223865,,,,
69.6419413859,,,,
82.2921624458,,,,
86.1452262171,,,,
48.3838816136,,,,
50.4876222455,,,,
81.2219182241,,,,
38.3275357935,,,,
80.6535802057,,,,
79.0253124005,,,,
84.1724420461,,,,
45.8911756223,,,,
71.5891053164,,,,
36.1386219992,,,,
78.5493475466,,,,
37.4432904537,,,,
77.7946013551,,,,
40.0124980475,,,,
46.1410879802,,,,
40.0124980475,,,,
90.2108640908,,,,
57.7234787586,,,,
91.0933587041,,,,
79.0569415042,,,,
40.162171256,,,,
78.2304288624,,,,
79.649231007,,,,
33.5410196625,,,,
